id,side,x_file,y_file,c_file
000268,left,x_000268_left.npy,y_000268_left.npy,c_000268_left.npy
000268,right,x_000268_right.npy,y_000268_right.npy,c_000268_right.npy
000283,left,x_000283_left.npy,y_000283_left.npy,c_000283_left.npy
000283,right,x_000283_right.npy,y_000283_right.npy,c_000283_right.npy
000297,left,x_000297_left.npy,y_000297_left.npy,c_000297_left.npy
000297,right,x_000297_right.npy,y_000297_right.npy,c_000297_right.npy
000042,left,x_000042_left.npy,y_000042_left.npy,c_000042_left.npy
000042,right,x_000042_right.npy,y_000042_right.npy,c_000042_right.npy
000724,left,x_000724_left.npy,y_000724_left.npy,c_000724_left.npy
000724,right,x_000724_right.npy,y_000724_right.npy,c_000724_right.npy
000730,left,x_000730_left.npy,y_000730_left.npy,c_000730_left.npy
000730,right,x_000730_right.npy,y_000730_right.npy,c_000730_right.npy
000056,left,x_000056_left.npy,y_000056_left.npy,c_000056_left.npy
000056,right,x_000056_right.npy,y_000056_right.npy,c_000056_right.npy
000718,left,x_000718_left.npy,y_000718_left.npy,c_000718_left.npy
000718,right,x_000718_right.npy,y_000718_right.npy,c_000718_right.npy
000081,left,x_000081_left.npy,y_000081_left.npy,c_000081_left.npy
000081,right,x_000081_right.npy,y_000081_right.npy,c_000081_right.npy
000095,left,x_000095_left.npy,y_000095_left.npy,c_000095_left.npy
000095,right,x_000095_right.npy,y_000095_right.npy,c_000095_right.npy
000903,left,x_000903_left.npy,y_000903_left.npy,c_000903_left.npy
000903,right,x_000903_right.npy,y_000903_right.npy,c_000903_right.npy
000917,left,x_000917_left.npy,y_000917_left.npy,c_000917_left.npy
000917,right,x_000917_right.npy,y_000917_right.npy,c_000917_right.npy
000901,left,x_000901_left.npy,y_000901_left.npy,c_000901_left.npy
000901,right,x_000901_right.npy,y_000901_right.npy,c_000901_right.npy
000915,left,x_000915_left.npy,y_000915_left.npy,c_000915_left.npy
000915,right,x_000915_right.npy,y_000915_right.npy,c_000915_right.npy
000083,left,x_000083_left.npy,y_000083_left.npy,c_000083_left.npy
000083,right,x_000083_right.npy,y_000083_right.npy,c_000083_right.npy
000097,left,x_000097_left.npy,y_000097_left.npy,c_000097_left.npy
000097,right,x_000097_right.npy,y_000097_right.npy,c_000097_right.npy
000929,left,x_000929_left.npy,y_000929_left.npy,c_000929_left.npy
000929,right,x_000929_right.npy,y_000929_right.npy,c_000929_right.npy
000068,left,x_000068_left.npy,y_000068_left.npy,c_000068_left.npy
000068,right,x_000068_right.npy,y_000068_right.npy,c_000068_right.npy
000726,left,x_000726_left.npy,y_000726_left.npy,c_000726_left.npy
000726,right,x_000726_right.npy,y_000726_right.npy,c_000726_right.npy
000040,left,x_000040_left.npy,y_000040_left.npy,c_000040_left.npy
000040,right,x_000040_right.npy,y_000040_right.npy,c_000040_right.npy
000054,left,x_000054_left.npy,y_000054_left.npy,c_000054_left.npy
000054,right,x_000054_right.npy,y_000054_right.npy,c_000054_right.npy
000732,left,x_000732_left.npy,y_000732_left.npy,c_000732_left.npy
000732,right,x_000732_right.npy,y_000732_right.npy,c_000732_right.npy
000281,left,x_000281_left.npy,y_000281_left.npy,c_000281_left.npy
000281,right,x_000281_right.npy,y_000281_right.npy,c_000281_right.npy
000295,left,x_000295_left.npy,y_000295_left.npy,c_000295_left.npy
000295,right,x_000295_right.npy,y_000295_right.npy,c_000295_right.npy
000518,left,x_000518_left.npy,y_000518_left.npy,c_000518_left.npy
000518,right,x_000518_right.npy,y_000518_right.npy,c_000518_right.npy
000242,left,x_000242_left.npy,y_000242_left.npy,c_000242_left.npy
000242,right,x_000242_right.npy,y_000242_right.npy,c_000242_right.npy
000524,left,x_000524_left.npy,y_000524_left.npy,c_000524_left.npy
000524,right,x_000524_right.npy,y_000524_right.npy,c_000524_right.npy
000530,left,x_000530_left.npy,y_000530_left.npy,c_000530_left.npy
000530,right,x_000530_right.npy,y_000530_right.npy,c_000530_right.npy
000256,left,x_000256_left.npy,y_000256_left.npy,c_000256_left.npy
000256,right,x_000256_right.npy,y_000256_right.npy,c_000256_right.npy
000493,left,x_000493_left.npy,y_000493_left.npy,c_000493_left.npy
000493,right,x_000493_right.npy,y_000493_right.npy,c_000493_right.npy
000487,left,x_000487_left.npy,y_000487_left.npy,c_000487_left.npy
000487,right,x_000487_right.npy,y_000487_right.npy,c_000487_right.npy
001014,left,x_001014_left.npy,y_001014_left.npy,c_001014_left.npy
001014,right,x_001014_right.npy,y_001014_right.npy,c_001014_right.npy
000478,left,x_000478_left.npy,y_000478_left.npy,c_000478_left.npy
000478,right,x_000478_right.npy,y_000478_right.npy,c_000478_right.npy
001000,left,x_001000_left.npy,y_001000_left.npy,c_001000_left.npy
001000,right,x_001000_right.npy,y_001000_right.npy,c_001000_right.npy
000336,left,x_000336_left.npy,y_000336_left.npy,c_000336_left.npy
000336,right,x_000336_right.npy,y_000336_right.npy,c_000336_right.npy
001028,left,x_001028_left.npy,y_001028_left.npy,c_001028_left.npy
001028,right,x_001028_right.npy,y_001028_right.npy,c_001028_right.npy
000450,left,x_000450_left.npy,y_000450_left.npy,c_000450_left.npy
000450,right,x_000450_right.npy,y_000450_right.npy,c_000450_right.npy
000444,left,x_000444_left.npy,y_000444_left.npy,c_000444_left.npy
000444,right,x_000444_right.npy,y_000444_right.npy,c_000444_right.npy
000322,left,x_000322_left.npy,y_000322_left.npy,c_000322_left.npy
000322,right,x_000322_right.npy,y_000322_right.npy,c_000322_right.npy
000875,left,x_000875_left.npy,y_000875_left.npy,c_000875_left.npy
000875,right,x_000875_right.npy,y_000875_right.npy,c_000875_right.npy
000861,left,x_000861_left.npy,y_000861_left.npy,c_000861_left.npy
000861,right,x_000861_right.npy,y_000861_right.npy,c_000861_right.npy
000849,left,x_000849_left.npy,y_000849_left.npy,c_000849_left.npy
000849,right,x_000849_right.npy,y_000849_right.npy,c_000849_right.npy
000691,left,x_000691_left.npy,y_000691_left.npy,c_000691_left.npy
000691,right,x_000691_right.npy,y_000691_right.npy,c_000691_right.npy
000685,left,x_000685_left.npy,y_000685_left.npy,c_000685_left.npy
000685,right,x_000685_right.npy,y_000685_right.npy,c_000685_right.npy
000108,left,x_000108_left.npy,y_000108_left.npy,c_000108_left.npy
000652,left,x_000652_left.npy,y_000652_left.npy,c_000652_left.npy
000652,right,x_000652_right.npy,y_000652_right.npy,c_000652_right.npy
000134,left,x_000134_left.npy,y_000134_left.npy,c_000134_left.npy
000134,right,x_000134_right.npy,y_000134_right.npy,c_000134_right.npy
000120,left,x_000120_left.npy,y_000120_left.npy,c_000120_left.npy
000120,right,x_000120_right.npy,y_000120_right.npy,c_000120_right.npy
000646,left,x_000646_left.npy,y_000646_left.npy,c_000646_left.npy
000646,right,x_000646_right.npy,y_000646_right.npy,c_000646_right.npy
000121,left,x_000121_left.npy,y_000121_left.npy,c_000121_left.npy
000121,right,x_000121_right.npy,y_000121_right.npy,c_000121_right.npy
000647,left,x_000647_left.npy,y_000647_left.npy,c_000647_left.npy
000647,right,x_000647_right.npy,y_000647_right.npy,c_000647_right.npy
000653,left,x_000653_left.npy,y_000653_left.npy,c_000653_left.npy
000653,right,x_000653_right.npy,y_000653_right.npy,c_000653_right.npy
000135,left,x_000135_left.npy,y_000135_left.npy,c_000135_left.npy
000135,right,x_000135_right.npy,y_000135_right.npy,c_000135_right.npy
000109,left,x_000109_left.npy,y_000109_left.npy,c_000109_left.npy
000109,right,x_000109_right.npy,y_000109_right.npy,c_000109_right.npy
000684,left,x_000684_left.npy,y_000684_left.npy,c_000684_left.npy
000684,right,x_000684_right.npy,y_000684_right.npy,c_000684_right.npy
000690,left,x_000690_left.npy,y_000690_left.npy,c_000690_left.npy
000690,right,x_000690_right.npy,y_000690_right.npy,c_000690_right.npy
000848,left,x_000848_left.npy,y_000848_left.npy,c_000848_left.npy
000848,right,x_000848_right.npy,y_000848_right.npy,c_000848_right.npy
000860,left,x_000860_left.npy,y_000860_left.npy,c_000860_left.npy
000860,right,x_000860_right.npy,y_000860_right.npy,c_000860_right.npy
000874,left,x_000874_left.npy,y_000874_left.npy,c_000874_left.npy
000874,right,x_000874_right.npy,y_000874_right.npy,c_000874_right.npy
000445,left,x_000445_left.npy,y_000445_left.npy,c_000445_left.npy
000445,right,x_000445_right.npy,y_000445_right.npy,c_000445_right.npy
000323,left,x_000323_left.npy,y_000323_left.npy,c_000323_left.npy
000323,right,x_000323_right.npy,y_000323_right.npy,c_000323_right.npy
001029,left,x_001029_left.npy,y_001029_left.npy,c_001029_left.npy
001029,right,x_001029_right.npy,y_001029_right.npy,c_001029_right.npy
000337,left,x_000337_left.npy,y_000337_left.npy,c_000337_left.npy
000337,right,x_000337_right.npy,y_000337_right.npy,c_000337_right.npy
000451,left,x_000451_left.npy,y_000451_left.npy,c_000451_left.npy
000451,right,x_000451_right.npy,y_000451_right.npy,c_000451_right.npy
000479,left,x_000479_left.npy,y_000479_left.npy,c_000479_left.npy
000479,right,x_000479_right.npy,y_000479_right.npy,c_000479_right.npy
001015,left,x_001015_left.npy,y_001015_left.npy,c_001015_left.npy
001015,right,x_001015_right.npy,y_001015_right.npy,c_001015_right.npy
000486,left,x_000486_left.npy,y_000486_left.npy,c_000486_left.npy
000486,right,x_000486_right.npy,y_000486_right.npy,c_000486_right.npy
000492,left,x_000492_left.npy,y_000492_left.npy,c_000492_left.npy
000492,right,x_000492_right.npy,y_000492_right.npy,c_000492_right.npy
000531,left,x_000531_left.npy,y_000531_left.npy,c_000531_left.npy
000531,right,x_000531_right.npy,y_000531_right.npy,c_000531_right.npy
000257,left,x_000257_left.npy,y_000257_left.npy,c_000257_left.npy
000257,right,x_000257_right.npy,y_000257_right.npy,c_000257_right.npy
000243,left,x_000243_left.npy,y_000243_left.npy,c_000243_left.npy
000243,right,x_000243_right.npy,y_000243_right.npy,c_000243_right.npy
000525,left,x_000525_left.npy,y_000525_left.npy,c_000525_left.npy
000525,right,x_000525_right.npy,y_000525_right.npy,c_000525_right.npy
000519,left,x_000519_left.npy,y_000519_left.npy,c_000519_left.npy
000519,right,x_000519_right.npy,y_000519_right.npy,c_000519_right.npy
000294,left,x_000294_left.npy,y_000294_left.npy,c_000294_left.npy
000294,right,x_000294_right.npy,y_000294_right.npy,c_000294_right.npy
000280,left,x_000280_left.npy,y_000280_left.npy,c_000280_left.npy
000280,right,x_000280_right.npy,y_000280_right.npy,c_000280_right.npy
000055,left,x_000055_left.npy,y_000055_left.npy,c_000055_left.npy
000055,right,x_000055_right.npy,y_000055_right.npy,c_000055_right.npy
000733,left,x_000733_left.npy,y_000733_left.npy,c_000733_left.npy
000733,right,x_000733_right.npy,y_000733_right.npy,c_000733_right.npy
000727,left,x_000727_left.npy,y_000727_left.npy,c_000727_left.npy
000727,right,x_000727_right.npy,y_000727_right.npy,c_000727_right.npy
000041,left,x_000041_left.npy,y_000041_left.npy,c_000041_left.npy
000041,right,x_000041_right.npy,y_000041_right.npy,c_000041_right.npy
000069,left,x_000069_left.npy,y_000069_left.npy,c_000069_left.npy
000069,right,x_000069_right.npy,y_000069_right.npy,c_000069_right.npy
000096,left,x_000096_left.npy,y_000096_left.npy,c_000096_left.npy
000096,right,x_000096_right.npy,y_000096_right.npy,c_000096_right.npy
000928,left,x_000928_left.npy,y_000928_left.npy,c_000928_left.npy
000928,right,x_000928_right.npy,y_000928_right.npy,c_000928_right.npy
000082,left,x_000082_left.npy,y_000082_left.npy,c_000082_left.npy
000082,right,x_000082_right.npy,y_000082_right.npy,c_000082_right.npy
000914,left,x_000914_left.npy,y_000914_left.npy,c_000914_left.npy
000914,right,x_000914_right.npy,y_000914_right.npy,c_000914_right.npy
000900,left,x_000900_left.npy,y_000900_left.npy,c_000900_left.npy
000900,right,x_000900_right.npy,y_000900_right.npy,c_000900_right.npy
000783,left,x_000783_left.npy,y_000783_left.npy,c_000783_left.npy
000783,right,x_000783_right.npy,y_000783_right.npy,c_000783_right.npy
000797,left,x_000797_left.npy,y_000797_left.npy,c_000797_left.npy
000797,right,x_000797_right.npy,y_000797_right.npy,c_000797_right.npy
000967,left,x_000967_left.npy,y_000967_left.npy,c_000967_left.npy
000967,right,x_000967_right.npy,y_000967_right.npy,c_000967_right.npy
000973,left,x_000973_left.npy,y_000973_left.npy,c_000973_left.npy
000973,right,x_000973_right.npy,y_000973_right.npy,c_000973_right.npy
000998,left,x_000998_left.npy,y_000998_left.npy,c_000998_left.npy
000998,right,x_000998_right.npy,y_000998_right.npy,c_000998_right.npy
000740,left,x_000740_left.npy,y_000740_left.npy,c_000740_left.npy
000740,right,x_000740_right.npy,y_000740_right.npy,c_000740_right.npy
000026,left,x_000026_left.npy,y_000026_left.npy,c_000026_left.npy
000026,right,x_000026_right.npy,y_000026_right.npy,c_000026_right.npy
000032,left,x_000032_left.npy,y_000032_left.npy,c_000032_left.npy
000032,right,x_000032_right.npy,y_000032_right.npy,c_000032_right.npy
000754,left,x_000754_left.npy,y_000754_left.npy,c_000754_left.npy
000754,right,x_000754_right.npy,y_000754_right.npy,c_000754_right.npy
000768,left,x_000768_left.npy,y_000768_left.npy,c_000768_left.npy
000768,right,x_000768_right.npy,y_000768_right.npy,c_000768_right.npy
000581,left,x_000581_left.npy,y_000581_left.npy,c_000581_left.npy
000581,right,x_000581_right.npy,y_000581_right.npy,c_000581_right.npy
000595,left,x_000595_left.npy,y_000595_left.npy,c_000595_left.npy
000595,right,x_000595_right.npy,y_000595_right.npy,c_000595_right.npy
000224,left,x_000224_left.npy,y_000224_left.npy,c_000224_left.npy
000224,right,x_000224_right.npy,y_000224_right.npy,c_000224_right.npy
000542,left,x_000542_left.npy,y_000542_left.npy,c_000542_left.npy
000542,right,x_000542_right.npy,y_000542_right.npy,c_000542_right.npy
000556,left,x_000556_left.npy,y_000556_left.npy,c_000556_left.npy
000556,right,x_000556_right.npy,y_000556_right.npy,c_000556_right.npy
000230,left,x_000230_left.npy,y_000230_left.npy,c_000230_left.npy
000230,right,x_000230_right.npy,y_000230_right.npy,c_000230_right.npy
000218,left,x_000218_left.npy,y_000218_left.npy,c_000218_left.npy
000218,right,x_000218_right.npy,y_000218_right.npy,c_000218_right.npy
000393,left,x_000393_left.npy,y_000393_left.npy,c_000393_left.npy
000393,right,x_000393_right.npy,y_000393_right.npy,c_000393_right.npy
000387,left,x_000387_left.npy,y_000387_left.npy,c_000387_left.npy
000387,right,x_000387_right.npy,y_000387_right.npy,c_000387_right.npy
000350,left,x_000350_left.npy,y_000350_left.npy,c_000350_left.npy
000350,right,x_000350_right.npy,y_000350_right.npy,c_000350_right.npy
000436,left,x_000436_left.npy,y_000436_left.npy,c_000436_left.npy
000436,right,x_000436_right.npy,y_000436_right.npy,c_000436_right.npy
000422,left,x_000422_left.npy,y_000422_left.npy,c_000422_left.npy
000422,right,x_000422_right.npy,y_000422_right.npy,c_000422_right.npy
000344,left,x_000344_left.npy,y_000344_left.npy,c_000344_left.npy
000344,right,x_000344_right.npy,y_000344_right.npy,c_000344_right.npy
000378,left,x_000378_left.npy,y_000378_left.npy,c_000378_left.npy
000378,right,x_000378_right.npy,y_000378_right.npy,c_000378_right.npy
000191,left,x_000191_left.npy,y_000191_left.npy,c_000191_left.npy
000191,right,x_000191_right.npy,y_000191_right.npy,c_000191_right.npy
000185,left,x_000185_left.npy,y_000185_left.npy,c_000185_left.npy
000185,right,x_000185_right.npy,y_000185_right.npy,c_000185_right.npy
000813,left,x_000813_left.npy,y_000813_left.npy,c_000813_left.npy
000813,right,x_000813_right.npy,y_000813_right.npy,c_000813_right.npy
000807,left,x_000807_left.npy,y_000807_left.npy,c_000807_left.npy
000807,right,x_000807_right.npy,y_000807_right.npy,c_000807_right.npy
000634,left,x_000634_left.npy,y_000634_left.npy,c_000634_left.npy
000634,right,x_000634_right.npy,y_000634_right.npy,c_000634_right.npy
000152,left,x_000152_left.npy,y_000152_left.npy,c_000152_left.npy
000152,right,x_000152_right.npy,y_000152_right.npy,c_000152_right.npy
000146,left,x_000146_left.npy,y_000146_left.npy,c_000146_left.npy
000146,right,x_000146_right.npy,y_000146_right.npy,c_000146_right.npy
000620,left,x_000620_left.npy,y_000620_left.npy,c_000620_left.npy
000620,right,x_000620_right.npy,y_000620_right.npy,c_000620_right.npy
000608,left,x_000608_left.npy,y_000608_left.npy,c_000608_left.npy
000608,right,x_000608_right.npy,y_000608_right.npy,c_000608_right.npy
000609,left,x_000609_left.npy,y_000609_left.npy,c_000609_left.npy
000609,right,x_000609_right.npy,y_000609_right.npy,c_000609_right.npy
000147,left,x_000147_left.npy,y_000147_left.npy,c_000147_left.npy
000147,right,x_000147_right.npy,y_000147_right.npy,c_000147_right.npy
000621,left,x_000621_left.npy,y_000621_left.npy,c_000621_left.npy
000621,right,x_000621_right.npy,y_000621_right.npy,c_000621_right.npy
000635,left,x_000635_left.npy,y_000635_left.npy,c_000635_left.npy
000635,right,x_000635_right.npy,y_000635_right.npy,c_000635_right.npy
000153,left,x_000153_left.npy,y_000153_left.npy,c_000153_left.npy
000153,right,x_000153_right.npy,y_000153_right.npy,c_000153_right.npy
000806,left,x_000806_left.npy,y_000806_left.npy,c_000806_left.npy
000806,right,x_000806_right.npy,y_000806_right.npy,c_000806_right.npy
000812,left,x_000812_left.npy,y_000812_left.npy,c_000812_left.npy
000812,right,x_000812_right.npy,y_000812_right.npy,c_000812_right.npy
000184,left,x_000184_left.npy,y_000184_left.npy,c_000184_left.npy
000184,right,x_000184_right.npy,y_000184_right.npy,c_000184_right.npy
000190,left,x_000190_left.npy,y_000190_left.npy,c_000190_left.npy
000190,right,x_000190_right.npy,y_000190_right.npy,c_000190_right.npy
000379,left,x_000379_left.npy,y_000379_left.npy,c_000379_left.npy
000379,right,x_000379_right.npy,y_000379_right.npy,c_000379_right.npy
000423,left,x_000423_left.npy,y_000423_left.npy,c_000423_left.npy
000423,right,x_000423_right.npy,y_000423_right.npy,c_000423_right.npy
000345,left,x_000345_left.npy,y_000345_left.npy,c_000345_left.npy
000345,right,x_000345_right.npy,y_000345_right.npy,c_000345_right.npy
000351,left,x_000351_left.npy,y_000351_left.npy,c_000351_left.npy
000351,right,x_000351_right.npy,y_000351_right.npy,c_000351_right.npy
000437,left,x_000437_left.npy,y_000437_left.npy,c_000437_left.npy
000437,right,x_000437_right.npy,y_000437_right.npy,c_000437_right.npy
000386,left,x_000386_left.npy,y_000386_left.npy,c_000386_left.npy
000386,right,x_000386_right.npy,y_000386_right.npy,c_000386_right.npy
000392,left,x_000392_left.npy,y_000392_left.npy,c_000392_left.npy
000392,right,x_000392_right.npy,y_000392_right.npy,c_000392_right.npy
000219,left,x_000219_left.npy,y_000219_left.npy,c_000219_left.npy
000219,right,x_000219_right.npy,y_000219_right.npy,c_000219_right.npy
000557,left,x_000557_left.npy,y_000557_left.npy,c_000557_left.npy
000557,right,x_000557_right.npy,y_000557_right.npy,c_000557_right.npy
000231,left,x_000231_left.npy,y_000231_left.npy,c_000231_left.npy
000231,right,x_000231_right.npy,y_000231_right.npy,c_000231_right.npy
000225,left,x_000225_left.npy,y_000225_left.npy,c_000225_left.npy
000225,right,x_000225_right.npy,y_000225_right.npy,c_000225_right.npy
000543,left,x_000543_left.npy,y_000543_left.npy,c_000543_left.npy
000543,right,x_000543_right.npy,y_000543_right.npy,c_000543_right.npy
000594,left,x_000594_left.npy,y_000594_left.npy,c_000594_left.npy
000594,right,x_000594_right.npy,y_000594_right.npy,c_000594_right.npy
000580,left,x_000580_left.npy,y_000580_left.npy,c_000580_left.npy
000580,right,x_000580_right.npy,y_000580_right.npy,c_000580_right.npy
000769,left,x_000769_left.npy,y_000769_left.npy,c_000769_left.npy
000769,right,x_000769_right.npy,y_000769_right.npy,c_000769_right.npy
000033,left,x_000033_left.npy,y_000033_left.npy,c_000033_left.npy
000033,right,x_000033_right.npy,y_000033_right.npy,c_000033_right.npy
000755,left,x_000755_left.npy,y_000755_left.npy,c_000755_left.npy
000755,right,x_000755_right.npy,y_000755_right.npy,c_000755_right.npy
000741,left,x_000741_left.npy,y_000741_left.npy,c_000741_left.npy
000741,right,x_000741_right.npy,y_000741_right.npy,c_000741_right.npy
000999,left,x_000999_left.npy,y_000999_left.npy,c_000999_left.npy
000999,right,x_000999_right.npy,y_000999_right.npy,c_000999_right.npy
000027,left,x_000027_left.npy,y_000027_left.npy,c_000027_left.npy
000027,right,x_000027_right.npy,y_000027_right.npy,c_000027_right.npy
000972,left,x_000972_left.npy,y_000972_left.npy,c_000972_left.npy
000972,right,x_000972_right.npy,y_000972_right.npy,c_000972_right.npy
000966,left,x_000966_left.npy,y_000966_left.npy,c_000966_left.npy
000966,right,x_000966_right.npy,y_000966_right.npy,c_000966_right.npy
000796,left,x_000796_left.npy,y_000796_left.npy,c_000796_left.npy
000796,right,x_000796_right.npy,y_000796_right.npy,c_000796_right.npy
000782,left,x_000782_left.npy,y_000782_left.npy,c_000782_left.npy
000782,right,x_000782_right.npy,y_000782_right.npy,c_000782_right.npy
000794,left,x_000794_left.npy,y_000794_left.npy,c_000794_left.npy
000794,right,x_000794_right.npy,y_000794_right.npy,c_000794_right.npy
000780,left,x_000780_left.npy,y_000780_left.npy,c_000780_left.npy
000780,right,x_000780_right.npy,y_000780_right.npy,c_000780_right.npy
000958,left,x_000958_left.npy,y_000958_left.npy,c_000958_left.npy
000958,right,x_000958_right.npy,y_000958_right.npy,c_000958_right.npy
000970,left,x_000970_left.npy,y_000970_left.npy,c_000970_left.npy
000970,right,x_000970_right.npy,y_000970_right.npy,c_000970_right.npy
000964,left,x_000964_left.npy,y_000964_left.npy,c_000964_left.npy
000964,right,x_000964_right.npy,y_000964_right.npy,c_000964_right.npy
000757,left,x_000757_left.npy,y_000757_left.npy,c_000757_left.npy
000757,right,x_000757_right.npy,y_000757_right.npy,c_000757_right.npy
000031,left,x_000031_left.npy,y_000031_left.npy,c_000031_left.npy
000031,right,x_000031_right.npy,y_000031_right.npy,c_000031_right.npy
000025,left,x_000025_left.npy,y_000025_left.npy,c_000025_left.npy
000025,right,x_000025_right.npy,y_000025_right.npy,c_000025_right.npy
000743,right,x_000743_right.npy,y_000743_right.npy,c_000743_right.npy
000019,left,x_000019_left.npy,y_000019_left.npy,c_000019_left.npy
000019,right,x_000019_right.npy,y_000019_right.npy,c_000019_right.npy
000596,left,x_000596_left.npy,y_000596_left.npy,c_000596_left.npy
000596,right,x_000596_right.npy,y_000596_right.npy,c_000596_right.npy
000582,left,x_000582_left.npy,y_000582_left.npy,c_000582_left.npy
000582,right,x_000582_right.npy,y_000582_right.npy,c_000582_right.npy
000233,left,x_000233_left.npy,y_000233_left.npy,c_000233_left.npy
000233,right,x_000233_right.npy,y_000233_right.npy,c_000233_right.npy
000555,left,x_000555_left.npy,y_000555_left.npy,c_000555_left.npy
000555,right,x_000555_right.npy,y_000555_right.npy,c_000555_right.npy
000541,left,x_000541_left.npy,y_000541_left.npy,c_000541_left.npy
000541,right,x_000541_right.npy,y_000541_right.npy,c_000541_right.npy
000227,left,x_000227_left.npy,y_000227_left.npy,c_000227_left.npy
000227,right,x_000227_right.npy,y_000227_right.npy,c_000227_right.npy
000569,left,x_000569_left.npy,y_000569_left.npy,c_000569_left.npy
000569,right,x_000569_right.npy,y_000569_right.npy,c_000569_right.npy
000384,left,x_000384_left.npy,y_000384_left.npy,c_000384_left.npy
000384,right,x_000384_right.npy,y_000384_right.npy,c_000384_right.npy
000390,left,x_000390_left.npy,y_000390_left.npy,c_000390_left.npy
000390,right,x_000390_right.npy,y_000390_right.npy,c_000390_right.npy
000347,left,x_000347_left.npy,y_000347_left.npy,c_000347_left.npy
000347,right,x_000347_right.npy,y_000347_right.npy,c_000347_right.npy
000421,left,x_000421_left.npy,y_000421_left.npy,c_000421_left.npy
000421,right,x_000421_right.npy,y_000421_right.npy,c_000421_right.npy
000435,left,x_000435_left.npy,y_000435_left.npy,c_000435_left.npy
000435,right,x_000435_right.npy,y_000435_right.npy,c_000435_right.npy
000353,left,x_000353_left.npy,y_000353_left.npy,c_000353_left.npy
000353,right,x_000353_right.npy,y_000353_right.npy,c_000353_right.npy
000409,left,x_000409_left.npy,y_000409_left.npy,c_000409_left.npy
000409,right,x_000409_right.npy,y_000409_right.npy,c_000409_right.npy
000838,left,x_000838_left.npy,y_000838_left.npy,c_000838_left.npy
000838,right,x_000838_right.npy,y_000838_right.npy,c_000838_right.npy
000186,left,x_000186_left.npy,y_000186_left.npy,c_000186_left.npy
000186,right,x_000186_right.npy,y_000186_right.npy,c_000186_right.npy
000192,left,x_000192_left.npy,y_000192_left.npy,c_000192_left.npy
000192,right,x_000192_right.npy,y_000192_right.npy,c_000192_right.npy
000804,left,x_000804_left.npy,y_000804_left.npy,c_000804_left.npy
000804,right,x_000804_right.npy,y_000804_right.npy,c_000804_right.npy
000810,left,x_000810_left.npy,y_000810_left.npy,c_000810_left.npy
000810,right,x_000810_right.npy,y_000810_right.npy,c_000810_right.npy
000623,left,x_000623_left.npy,y_000623_left.npy,c_000623_left.npy
000623,right,x_000623_right.npy,y_000623_right.npy,c_000623_right.npy
000145,left,x_000145_left.npy,y_000145_left.npy,c_000145_left.npy
000145,right,x_000145_right.npy,y_000145_right.npy,c_000145_right.npy
000151,left,x_000151_left.npy,y_000151_left.npy,c_000151_left.npy
000151,right,x_000151_right.npy,y_000151_right.npy,c_000151_right.npy
000637,left,x_000637_left.npy,y_000637_left.npy,c_000637_left.npy
000637,right,x_000637_right.npy,y_000637_right.npy,c_000637_right.npy
000179,left,x_000179_left.npy,y_000179_left.npy,c_000179_left.npy
000179,right,x_000179_right.npy,y_000179_right.npy,c_000179_right.npy
000178,left,x_000178_left.npy,y_000178_left.npy,c_000178_left.npy
000178,right,x_000178_right.npy,y_000178_right.npy,c_000178_right.npy
000150,left,x_000150_left.npy,y_000150_left.npy,c_000150_left.npy
000150,right,x_000150_right.npy,y_000150_right.npy,c_000150_right.npy
000636,left,x_000636_left.npy,y_000636_left.npy,c_000636_left.npy
000636,right,x_000636_right.npy,y_000636_right.npy,c_000636_right.npy
000622,left,x_000622_left.npy,y_000622_left.npy,c_000622_left.npy
000622,right,x_000622_right.npy,y_000622_right.npy,c_000622_right.npy
000144,left,x_000144_left.npy,y_000144_left.npy,c_000144_left.npy
000144,right,x_000144_right.npy,y_000144_right.npy,c_000144_right.npy
000811,left,x_000811_left.npy,y_000811_left.npy,c_000811_left.npy
000811,right,x_000811_right.npy,y_000811_right.npy,c_000811_right.npy
000805,left,x_000805_left.npy,y_000805_left.npy,c_000805_left.npy
000805,right,x_000805_right.npy,y_000805_right.npy,c_000805_right.npy
000193,left,x_000193_left.npy,y_000193_left.npy,c_000193_left.npy
000193,right,x_000193_right.npy,y_000193_right.npy,c_000193_right.npy
000839,left,x_000839_left.npy,y_000839_left.npy,c_000839_left.npy
000839,right,x_000839_right.npy,y_000839_right.npy,c_000839_right.npy
000187,left,x_000187_left.npy,y_000187_left.npy,c_000187_left.npy
000187,right,x_000187_right.npy,y_000187_right.npy,c_000187_right.npy
000408,left,x_000408_left.npy,y_000408_left.npy,c_000408_left.npy
000408,right,x_000408_right.npy,y_000408_right.npy,c_000408_right.npy
000434,left,x_000434_left.npy,y_000434_left.npy,c_000434_left.npy
000434,right,x_000434_right.npy,y_000434_right.npy,c_000434_right.npy
000352,left,x_000352_left.npy,y_000352_left.npy,c_000352_left.npy
000352,right,x_000352_right.npy,y_000352_right.npy,c_000352_right.npy
000346,left,x_000346_left.npy,y_000346_left.npy,c_000346_left.npy
000346,right,x_000346_right.npy,y_000346_right.npy,c_000346_right.npy
000420,left,x_000420_left.npy,y_000420_left.npy,c_000420_left.npy
000420,right,x_000420_right.npy,y_000420_right.npy,c_000420_right.npy
000391,left,x_000391_left.npy,y_000391_left.npy,c_000391_left.npy
